Unnamed: 0,id,construction,original,D_full,D_both,P_full,theme_in_context,recipient_in_context,P_both,logprob_D_full,logprob_P_full,logprob_D_both,logprob_P_both,logprob_theme_in_context,logprob_recipient_in_context
531,dat-0541,D," s never got told, but man, it was like serious, he gave me a big lecture. [5] And did you say it wasn't"," s never got told, but man, it was like serious, he gave me a big lecture. [5] And did you say it wasn't"," s never got told, but man, it was like serious, he gave me a big lecture"," s never got told, but man, it was like serious, he gave a big lecture to me. [5] And did you say it wasn't"," s never got told, but man, it was like serious, he gave a big lecture"," s never got told, but man, it was like serious, he gave me"," s never got told, but man, it was like serious, he gave a big lecture to me",-150.07433127000002,-157.76353725999996,-108.98349918,-116.02831533999999,-111.31441320000002,-100.47202845000001
532,dat-0542,D," walk in and I was-like, Ooh, why is every one giving me such dirty looks? And [020] Where's your la"," walk in and I was-like, Ooh, why is every one giving me such dirty looks? And [020] Where's your la"," walk in and I was-like, Ooh, why is every one giving me such dirty looks"," walk in and I was-like, Ooh, why is every one giving such dirty looks to me? And [020] Where's your la"," walk in and I was-like, Ooh, why is every one giving such dirty looks"," walk in and I was-like, Ooh, why is every one giving me"," walk in and I was-like, Ooh, why is every one giving such dirty looks to me",-168.88049626999995,-176.94372084500006,-116.28766814300002,-124.23428821,-121.646337402,-111.43797966000002
533,dat-0543,D," brings to school smores with made the bananas and gives me some and stuff and he says, ""Yeah 'cause this"," brings to school smores with made the bananas and gives me some and stuff and he says, ""Yeah 'cause this", brings to school smores with made the bananas and gives me some," brings to school smores with made the bananas and gives some to me and stuff and he says, ""Yeah 'cause this", brings to school smores with made the bananas and gives some, brings to school smores with made the bananas and gives me, brings to school smores with made the bananas and gives some to me,-148.102868,-148.79969676000002,-106.00514290000001,-108.03505102999999,-102.7457339,-103.73210739999999
534,dat-0544,D," a moment, ""This beautiful naked woman is going to give me anything I want. Hm. Alright. Hold down this c"," a moment, ""This beautiful naked woman is going to give me anything I want. Hm. Alright. Hold down this c"," a moment, ""This beautiful naked woman is going to give me anything I want"," a moment, ""This beautiful naked woman is going to give anything I want to me. Hm. Alright. Hold down this c"," a moment, ""This beautiful naked woman is going to give anything I want"," a moment, ""This beautiful naked woman is going to give me"," a moment, ""This beautiful naked woman is going to give anything I want to me",-139.69859749,-149.03497875999997,-92.6895307,-101.62635388,-96.92506569,-83.58978646
535,dat-0545,D," up and she 's all like, ""Thank you so much I 'll give you anything you want! You saved my life. Anythi"," up and she 's all like, ""Thank you so much I 'll give you anything you want! You saved my life. Anythi"," up and she 's all like, ""Thank you so much I 'll give you anything you want"," up and she 's all like, ""Thank you so much I 'll give anything you want to you! You saved my life. Anythi"," up and she 's all like, ""Thank you so much I 'll give anything you want"," up and she 's all like, ""Thank you so much I 'll give you"," up and she 's all like, ""Thank you so much I 'll give anything you want to you",-114.905820124,-126.94133941000001,-88.22579106599999,-100.12187095399999,-93.28332706999997,-83.71765053
537,dat-0547,D," ay, let go"" and he was like ""no"" and then he would give you that weird look and it was like okay and the"," ay, let go"" and he was like ""no"" and then he would give you that weird look and it was like okay and the"," ay, let go"" and he was like ""no"" and then he would give you that weird look"," ay, let go"" and he was like ""no"" and then he would give that weird look to you and it was like okay and the"," ay, let go"" and he was like ""no"" and then he would give that weird look"," ay, let go"" and he was like ""no"" and then he would give you"," ay, let go"" and he was like ""no"" and then he would give that weird look to you",-118.04461446999998,-125.48544310000001,-97.44963431999999,-105.41304355,-98.09201475,-88.22015098
539,dat-0549,D, er and but nothing happened. They let us in. They gave me a wrist band so I was happy. And when I we, er and but nothing happened. They let us in. They gave me a wrist band so I was happy. And when I we, er and but nothing happened. They let us in. They gave me a wrist band, er and but nothing happened. They let us in. They gave a wrist band to me so I was happy. And when I we, er and but nothing happened. They let us in. They gave a wrist band, er and but nothing happened. They let us in. They gave me, er and but nothing happened. They let us in. They gave a wrist band to me,-124.94387324999998,-131.60525883999998,-94.21901690000003,-101.53668459999997,-97.42280319999999,-85.9368675
540,dat-0550,D," then a Genie appears and then and one- the Genie gives them one wish each, first guy wish for like a Mil"," then a Genie appears and then and one- the Genie gives them one wish each, first guy wish for like a Mil", then a Genie appears and then and one- the Genie gives them one wish," then a Genie appears and then and one- the Genie gives one wish to them each, first guy wish for like a Mil", then a Genie appears and then and one- the Genie gives one wish, then a Genie appears and then and one- the Genie gives them, then a Genie appears and then and one- the Genie gives one wish to them,-134.83724396,-144.79817768,-95.53402829999999,-101.06798681999999,-94.86557520000001,-91.84926320000001
541,dat-0551,D, nd Chemistry. Like I don 't even get it. When they give you like two things and they tell you to add them, nd Chemistry. Like I don 't even get it. When they give you like two things and they tell you to add them, nd Chemistry. Like I don 't even get it. When they give you like two things, nd Chemistry. Like I don 't even get it. When they give like two things to you and they tell you to add them, nd Chemistry. Like I don 't even get it. When they give like two things, nd Chemistry. Like I don 't even get it. When they give you, nd Chemistry. Like I don 't even get it. When they give like two things to you,-124.73942020499997,-134.416670268,-113.88749589999998,-122.42310425,-116.45679908000002,-101.40983965
542,dat-0552,D, And we 'd move to Florida and get a new house and give everyone like some money- just buy like a nice ho, And we 'd move to Florida and get a new house and give everyone like some money- just buy like a nice ho, And we 'd move to Florida and get a new house and give everyone like some money, And we 'd move to Florida and get a new house and give like some money to everyone- just buy like a nice ho, And we 'd move to Florida and get a new house and give like some money, And we 'd move to Florida and get a new house and give everyone, And we 'd move to Florida and get a new house and give like some money to everyone,-134.50138540000003,-140.21326762,-96.92662159999999,-101.52918493999998,-94.63657569999998,-84.09467990000002
